comment_id,comment_message
1204586299602476_1216608695066903,b' [[STICKER]]'
1203481386379634_1203622616365511,"b'Am also Arthritis patient , my age 33y / female. My treatment going on madurai Appolo ,weight  underweight  pls send me diet chart.'"
1199431743451265_1202957493098690,b'Promise to become the ultimate defender of Cancer.\xf0\x9f\x91\x8d'
1202394789821627_1202550176472755,b'Wishing The Apollo Hospitals Team The same......'
1202394789821627_1202551689805937,b'Happy Dasahara'
1202394789821627_1202588179802288,b'HAPPY DUSSHERRA'
1202394789821627_1202702676457505,b'Thank u same to u'
1202394789821627_1202931059768000,b'Same 2 u'
1202394789821627_1203037303090709,b'Happy Dasahara.'
1202394789821627_1203575163036923,b'Happy  Dussherra'
1202394789821627_1203624676365305,b'WISHING YOU HAPPY DUSSERA TO THE APOLLO HOSPITAL TEAM..'
1199452540115852_1200973236630449,b'congrats team'
1199452540115852_1200995249961581,b'Congratulations\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d'
1197621546965618_1197769053617534,b'\xe0\xae\xae\xe0\xaf\x81\xe0\xae\xa4\xe0\xae\xb2\xe0\xae\xbf\xe0\xae\xb2\xe0\xaf\x8d \xe0\xae\x85\xe0\xae\xae\xe0\xaf\x8d\xe0\xae\xae\xe0\xae\xbe\xe0\xae\xb5\xe0\xaf\x81\xe0\xae\x95\xe0\xaf\x8d\xe0\xae\x95\xe0\xaf\x81 \xe0\xae\x8e\xe0\xae\xa9\xe0\xaf\x8d\xe0\xae\xa9 \xe0\xae\x86\xe0\xae\x9a\xe0\xaf\x8d\xe0\xae\x9a\xe0\xaf\x81 \xe0\xae\x9a\xe0\xaf\x8a\xe0\xae\xb2\xe0\xaf\x8d\xe0\xae\xb2\xe0\xae\xbf \xe0\xae\xa4\xe0\xaf\x8a\xe0\xae\xb2\xe0\xaf\x88\xe0\xae\x99\xe0\xaf\x8d\xe0\xae\x95\xe0\xae\xaf\xe0\xae\xbe...'
1197621546965618_1197788790282227,b'Hope you will continue excellence in healthcare industry.\xf0\x9f\x91\x8d'
1197621546965618_1197849176942855,b'Good Apollo hospital nambar 1 hospital'
1197621546965618_1197973290263777,b'\xe0\xae\xae\xe0\xaf\x81\xe0\xae\xa4\xe0\xae\xb2\xe0\xaf\x8d\xe0\xae\xb2 \xe0\xae\x85\xe0\xae\xae\xe0\xaf\x8d\xe0\xae\xae\xe0\xae\xbe\xe0\xae\xb5 \xe0\xae\x95\xe0\xae\xbe\xe0\xae\x9f\xe0\xaf\x8d\xe0\xae\x9f\xe0\xaf\x81\xe0\xae\xb1\xe0\xae\xbe \xe0\xae\x95\xe0\xaf\x8a\xe0\xae\xaf\xe0\xaf\x8d\xe0\xae\xaf\xe0\xae\xbe\xe0\xae\xb2\xe0\xaf\x87!!'
1197621546965618_1198026286925144,"b""I feel...chennai appolo India's no 1 hospital..."""
1197621546965618_1198277390233367,b'\xe0\xae\x8f\xe0\xae\xae\xe0\xae\xbe\xe0\xae\xb1\xe0\xaf\x8d\xe0\xae\xb1\xe0\xaf\x81\xe0\xae\xae\xe0\xaf\x8d \xe0\xae\xb9\xe0\xae\xbe\xe0\xae\xb8\xe0\xaf\x8d\xe0\xae\xaa\xe0\xae\xbf\xe0\xae\x9f\xe0\xae\xb2\xe0\xaf\x8d'
1197621546965618_1198327243561715,b'Ulla kootippona patient  enna aachi  adha sollungayannaa. Appollm puraanam paadringa.'
1197621546965618_1198390416888731,b'Congrats'
1197621546965618_1198609960200110,b'\xe0\xae\x87\xe0\xae\xa4\xe0\xaf\x81\xe0\xae\x95\xe0\xaf\x8d\xe0\xae\x95\xe0\xaf\x81 \xe0\xae\xae\xe0\xaf\x87\xe0\xae\xb2\xe0\xae\xaf\xe0\xaf\x81\xe0\xae\xae\xe0\xae\xbe \xe0\xae\xb5\xe0\xae\xbf\xe0\xae\xb3\xe0\xae\xae\xe0\xaf\x8d\xe0\xae\xaa\xe0\xae\xb0\xe0\xae\xae\xe0\xaf\x8d  \xe0\xae\xb5\xe0\xaf\x87\xe0\xae\xa9\xe0\xaf\x81\xe0\xae\xae\xe0\xaf\x8d \xe0\xae\x89\xe0\xae\x99\xe0\xaf\x8d\xe0\xae\x95\xe0\xae\xb3\xe0\xaf\x81\xe0\xae\x95\xe0\xaf\x8d\xe0\xae\x95\xe0\xaf\x81???'
1197621546965618_1198667836860989,b'\xe0\xae\xae\xe0\xaf\x8a\xe0\xae\x95\xe0\xaf\x8d\xe0\xae\x95 \xe0\xae\xae\xe0\xae\xb0\xe0\xaf\x81\xe0\xae\xa4\xe0\xaf\x8d\xe0\xae\xa4\xe0\xaf\x81\xe0\xae\xb5\xe0\xae\xae\xe0\xae\xa9\xe0\xaf\x88....'
1197621546965618_1198668266860946,b'\xe0\xae\xaa\xe0\xae\xa3\xe0\xae\xae\xe0\xaf\x8d \xe0\xae\xaa\xe0\xaf\x81\xe0\xae\x9f\xe0\xaf\x81\xe0\xae\x99\xe0\xaf\x8d\xe0\xae\x95\xe0\xae\xbf \xe0\xae\xae\xe0\xae\xb0\xe0\xaf\x81\xe0\xae\xa4\xe0\xaf\x8d\xe0\xae\xa4\xe0\xaf\x81\xe0\xae\xb5\xe0\xae\xae\xe0\xae\xa9\xe0\xaf\x88'
1197621546965618_1198681846859588,b'But only Chennai Apollo'
1197621546965618_1198732120187894,b'\xe0\xae\xae\xe0\xaf\x81\xe0\xae\xa4\xe0\xae\xb2\xe0\xae\xbf\xe0\xae\xb2\xe0\xaf\x8d \xe0\xae\x85\xe0\xae\xae\xe0\xaf\x8d\xe0\xae\xae\xe0\xae\xbe\xe0\xae\xb5\xe0\xaf\x81\xe0\xae\x95\xe0\xaf\x8d\xe0\xae\x95\xe0\xaf\x81 \xe0\xae\x8e\xe0\xae\xa9\xe0\xaf\x8d\xe0\xae\xa9 \xe0\xae\x86\xe0\xae\x9a\xe0\xaf\x8d\xe0\xae\x9a\xe0\xaf\x81 \xe0\xae\x9a\xe0\xaf\x8a\xe0\xae\xb2\xe0\xaf\x8d\xe0\xae\xb2\xe0\xae\xbf \xe0\xae\xa4\xe0\xaf\x8a\xe0\xae\xb2\xe0\xaf\x88\xe0\xae\x99\xe0\xaf\x8d\xe0\xae\x95\xe0\xae\xaf\xe0\xae\xbe...'
1197621546965618_1198732253521214,b'Multispeciality in all\n\xe0\xae\x86\xe0\xae\xb3\xe0\xaf\x88\xe0\xae\xae\xe0\xae\x9f\xe0\xaf\x8d\xe0\xae\x9f\xe0\xaf\x81\xe0\xae\xae\xe0\xaf\x8d \xe0\xae\x95\xe0\xae\xbe\xe0\xae\x9f\xe0\xaf\x8d\xe0\xae\x9f\xe0\xae\xae\xe0\xae\xbe\xe0\xae\x9f\xe0\xaf\x8d\xe0\xae\x9f\xe0\xaf\x8b\xe0\xae\xae\xe0\xaf\x8d'
1197621546965618_1198752376852535,"b'Favoritism and negligence is rampant. my daughter was born in Apollo children thousand lights and was referred to a very well known paediatric. for last four years we have seen the high handedness of the system from close quarters. they have mastered the mockery of first come first serve and service for all. after playing their tunes for long and paying their premium fees for the shoddy state of affairs in kottur and greams, it was a good riddance.'"
1196028543791585_1196679180393188,b'hope win this tym'
1196003157127457_1196055177122255,"b'Humans could reach the Mount Everest, it will surely reach success in curing cancer.'"
1194815960579510_1194867543907685,b'Happy Gandhi jayanti...Apollo Hospitals'
1194815960579510_1194950880566018,b'Happy Gandhi jayanti...\xf0\x9f\x91\x8d'
1194815960579510_1195144677213305,"b'"" Happy GANDHI JAYANTI. ""'"
1194815960579510_1195242713870168,b'TO.APOLLO STAFF -MAHATMA GANDHI 147TH BIRTH ANNIVERSARY ON SUNDAY 2ND OCTOBER 2016.'
1194815960579510_1195757173818722,b'Happy Gandhi Jayanti'
1192211370839969_1193387264055713,b'How'
1192211370839969_1193857087342064,"b""Absolutely ridiculous. I have been given an appointment with a doctor who is no longer associated with Apollo. What are you'll doing? Please shut down. Now, i have to wait for 1 hour to see the doctor. Disgusting."""
1192113560849750_1192716597456113,b'Nice'
1192113560849750_1193007334093706,b'Thank u Dear Daughter! As for Me psalm73.26 ! Is The strength Of My Heart! And the lions have No power Over Daniel even today! Thank u for ur Kind Concern! GOD BLESS U!'
1192113560849750_1193056637422109,"b'Loot,on name of heart.'"
1192113560849750_1193110864083353,b'Ethukku  50% nu solli Ella Tamil makkalaium sagadikkava. First ammava kunammakki anuppa sollugka'
1192113560849750_1193145764079863,b'Thank u Apollo.'
1192113560849750_1193397210721385,b'Exorbitant tariff.'
1192050034189436_1192051250855981,"b'#ListenToYourHeart A6)  Use Stair to reach top floor of your home/office then come down, Use cycle to for short distance work(till 5km)'"
1192050034189436_1192051844189255,"b'Nice post, I am sharing'"
1192050034189436_1192052544189185,b'#ListenToYourHeart Brisk walking Apollo Hospitals #WorldHeartDay'
1192050034189436_1192054647522308,b'I slowly slowly run behind Butterflies in our nearby Park.'
1192050034189436_1192055674188872,b'Walking briskly.\nA walk in the nearby park.\n#ListenToYourHeart'
1192050034189436_1192055764188863,b'#ListenToYourHeart Cycling I do to maintain my health and stay fit. This is the best exercise #WorldHeartDay'
1192050034189436_1192058974188542,b'#ListenToYourHeart Brisk walking Apollo Hospitals #WorldHeartDay'
1192050034189436_1192065214187918,b'#ListenToYourHeart Brisk walking Apollo Hospitals #WorldHeartDay'
1192050034189436_1192948767432896,b'Household & Domestic Chores #ListenToYourHeart'
1192050034189436_1211862135541559,"b'Some examples of moderate-intensity physical activity are Walking briskly (3 miles per hour or faster, but not race-walking), Water aerobics, Bicycling slower than 10 miles per hour, Tennis (doubles), Ballroom dancing, General gardening.'"
1192050034189436_1212029415524831,b'Cycling & brisk walking are the best physical exercise\n#ListenToYourHeart Apollo Hospitals #WorldHeartDay'
1191316374262802_1191324857595287,"b'LDL (low density lipoprotein) cholesterol is often referred to as ""bad cholesterol"". #ListenToYourHeart Archana Jain Usha Jain'"
1191316374262802_1192339350827171,b'Entries for #ListenToYourHeart #contest are now closed. Winners will be announced soon. Stay Tuned!'
1191249840936122_1191251420935964,b'A3) 18.5 to 24.9 is the healthy bmi index #ListenToYourHeart'
1191249840936122_1191254420935664,b'Ans 3) 18.5 to 24.9 is the healthy BMI Index #ListenToYourHeart'
1191249840936122_1191256020935504,b'A )3_  18.5 to 24.9 BMI for healthy person.'
1191249840936122_1191256520935454,b'#Listen To Your Heart'
1191249840936122_1191258377601935,b'Ans 3) 18.5 to 24.9 is the healthy BMI Index #ListenToYourHeart'
1191249840936122_1191261967601576,b'18.5 - 24.9 BMI for healthy person\n#ListenToYourHeart'
1191249840936122_1191262990934807,b'Ans 3) 18.5 to 24.9 is the healthy BMI Index #ListenToYourHeart'
1191172244277215_1191175724276867,b'Omega 3 fatty acid'
1191172244277215_1211862722208167,b'Are the winners announced'
1191118757615897_1191119687615804,"b'A1) 1,500 milligrams \n#WorldHeartDay'"
1191118757615897_1192467770814329,"b'A1) 1,500 milligrams \n#WorldHeartDay'"
1191118757615897_1192553244139115,"b'A1) 1,500 milligrams \n#WorldHeartDay'"
1191118757615897_1192563134138126,"b'A1) 1,500 milligrams \n#WorldHeartDay'"
1191118757615897_1192979760763130,"b'A1) 1,500 milligrams\n#WorldHeartDay'"
1191118757615897_1192986957429077,"b'A1) 1,500 milligrams #WorldHeartDay #HealthQuiz #ListenToYourHeart'"
1191118757615897_1211861002208339,"b'For optimal heart-health, an adult should eat no more than 1,500 milligrams of sodium per day.'"
1191118757615897_1211951442199295,"b'A1) 1,500 milligrams \n#WorldHeartDay'"
1191118757615897_1243631619031277,b'Sodium is not use any bp problems'
1191114627616310_1191135367614236,b'Noted Team.'
1191114627616310_1191883950872711,b'Noted team but like based'
1191114627616310_1191993017528471,b'Noted'
1191114627616310_1191997274194712,b'Agree'
1191114627616310_1192004627527310,b'noted'
1191114627616310_1192025564191883,b'Agreed'
1191114627616310_1192037390857367,b'#ListenToYourHeart Agree'
1191114627616310_1192048684189571,b'Ok'
1191114627616310_1192102637517509,b'Noted'
1191114627616310_1192126970848409,b'noted'
1191114627616310_1192134114181028,b'#ListenToYourHeart Agree'
1191114627616310_1192184384176001,b'#ListenToYourHeart Agreed'
1191114627616310_1192293370831769,b'#ListenToYourHeart Agree'
1191114627616310_1192337544160685,b'noted'
1190534584340981_1191114704282969,b'after 48 hours also ALL report not available online UHID NO. APC2.0000183449 (not talking about two cell culture reports). service not worth the money charged'
1190393414355098_1190397351021371,b'Congratulations \xf0\x9f\x91\x8d'
1190393414355098_1190457417682031,b'Superb team work. Hearty congratulations.'
1190393414355098_1190490761012030,b'very bad experience i had  regarding heart bypass surgery .one of our  staff  died. only money and money.'
1189658677761905_1190103714384068,b'Do you practice FMT?'
1187722344622205_1188471374547302,b'Nice'
1187722344622205_1188544754539964,b'Apollo Hospital No.1 Among The World.......Nicest Experience Of Hospitality..'
1187722344622205_1188544861206620,b'Apollo Hospital ...'
1187722344622205_1188781751182931,b'whic Touching billion lives no doubt to say in any emergency cases so lets pray to G-d f servi'
1187722344622205_1189798114414628,b'Appolo hospital doing well'
1182385088489264_1182412721819834,b'Wishing apollo team a great birthday and hope it will grow more in the coming years.\xf0\x9f\x91\x8d\xf0\x9f\x91\x8d\xf0\x9f\x8e\x82'
1182385088489264_1182772255117214,b'Sursingh Rajput'
1182385088489264_1182837965110643,"b'Apollo group of hospitals is one of the best hospitals not only in India,but in the entire south asia region.I wish apollo group a very bright future ahead.'"
1182385088489264_1183289511732155,b'congratulations'
1182385088489264_1183641635030276,b'congrats'
1182385088489264_1183713465023093,b'Fakt manse.... Rajsaheb...'
1182385088489264_1184033978324375,b'Many more service to the society.........'
1182385088489264_1184074044987035,b'Wish more developments of Apollo Group of Hospital and more service to the society.'
1182385088489264_1184456504948789,b'make it little cheap so that poor people can also afford'
1182385088489264_1185874148140358,b'tate lav ki..chennai apollo te ekjnr puro bdy check up kriye6i aj 2 mas...sathe dna tst kriye6i...ble6ilo 15 dnr modhye bari rport chole jabe..bt 2mas holo jai ni..ekhn abr amk giye rprt ante hbe...ek din kaj na kre khawa hbe na ....tao jete hbe...'
1182385088489264_1186156908112082,b'Happy anniversary  !'
1182385088489264_1187026564691783,b'Ora akta khankir chele.'
1182385088489264_1187838217943951,b'Ohh ! Ok at the same time we can know your service for poor people'
1182385088489264_1189004254494014,b'tor imo no ta de'
1182385088489264_1189723271088779,b'One of the very best HOSPITALS (Corporate) in HYDERABAD - Telangana State. Continuing the same services over the years.  Congrats.'
1182385088489264_1190633394331100,"b'Thanks from apollo,sheshadripuram.Bangalore'"
1182385088489264_1192299977497775,b'Ammava eppa da release pannuvinga'
1178317605562679_1178321432228963,b'Giving privileges to non-smokers in the industry or society may perhaps help to reduce addiction.'
1178022892258817_1178855058842267,b'Wish u happy onam'
1167306263330480_1176221282438978,b'Nature is like our hometown we feel going and coming back everytime :)'
1167306263330480_1176712622389844,b'Me a cancer patient. Operation done. Apollo helped me and suggested me too in each every aspect. Now I am following different now. Connecting to nature. It is not about greenness. It is all about happy living. I have my own theory about happy living.'
1167304019997371_1174487892612317,b'love the   page'
1167300659997707_1172692032791903,b'Potassium?'
1167300659997707_1172695006124939,b'Potassium??'
1167300659997707_1172809702780136,b'Potassium?'
1167300659997707_1172845212776585,b'Pottasium'
1167300659997707_1172937319434041,b'K+'
1167300659997707_1183328408394932,b'The right answer is potassium.'
1167299809997792_1172024899525283,b'Which is the best neourosurg'
1167299169997856_1170759866318453,b'Happy Ganesh Chaturthi'
1167299169997856_1170766796317760,b'OM JAI SHRI GANESH CHATURTHI KI SHUBH KAAMNAYEN'
1167299169997856_1170950989632674,b'SAME TO YOU.'
1167299169997856_1171184972942609,b'SWEET LORD GANESH - CHUBBY LORD GANESH - HAPPY VINAYAKA CHATURTI ON MONDAY 5TH SEPTEMBER 2016 - JAI UNITED PROSPEROUS HOLY INDIA.'
1169991409728632_1170088753052231,b'This is such a beautiful testimony and an affirmation of your commitment to humanity. More power to you.'
1167298603331246_1169831353077971,b'nc'
1167298603331246_1170202839707489,"b'Nutritional guide leaflet should be given to every new born baby parents by the hospital free of cost to make an awareness among the upcoming parents. We are all in a hurry after day to day stressful work and naturally forget to give attention towards our kids and families, we must give scheduled time to families to save our future generation from deficiency. Hope corporate people will understand that life is more important than work.'"
1156727264388380_1168933689834404,"b""Yeah, I cant control eating. And I've already sugar and overweight.\xf0\x9f\x98\xa2"""
1167080226686417_1167092910018482,b'Service charge koman.'
1156730467721393_1168383823222724,b'Am a kidney donor. Cell.7095911504'
1165467456847694_1165773566817083,b'Congratulations'
1165467456847694_1165876113473495,b'Congrats sir'
1165467456847694_1166142583446848,b'Congrats sir'
1156864817707958_1162151917179248,b'Dosai'
1160199024041204_1160971583963948,b'thanks for the wishes and care from apollo'
1160199024041204_1160974083963698,b'Sreekrishna jayandhi aasamsakal'
1160199024041204_1160987657295674,b'612jhocgpczrjxcbykpifas...www.uADnxKZvH0P4hpJZxI5.FaCEBOOk.Com/?tCgge4o%sjzcccczcbsw1-a1dw%hadffs2-d5sw%fd5fe-sa32q%wr&hc_location=ufi#/groups/6851617108264438615182?view=permalink&id=879832305455401'
1160199024041204_1161025400625233,b'Thank u n wish u same'
1160199024041204_1161068613954245,b'JAI SHRI KRISHNA JANAM ASHTHMI'
1160199024041204_1161088847285555,b'Ya..nd  sm 2u..'
1160199024041204_1161096180618155,b'Apollo your national number says WRONG NUMBER !! \nHOW CAN PEOPLE CONTACT YOU ?'
1147519558642484_1158359527558487,b'What about brain tumour i.e abnormal growth of cells'
1156192437775196_1156609097733530,"b'After Badminton and Wrestling WIN in Olympics, instead of save the girl child in India, the line should now read ""India Saved By The Girl Child.'"
1155080567886383_1155082584552848,b'Congratulations.'
1155080567886383_1155175531210220,b'Real sultaan'
1155080567886383_1155189344542172,b'Desha paruvu nilabeetu'
1155080567886383_1155842967810143,b'Sindhi too'
1154177951309978_1154897174571389,b'HAPPY RAKSHA BANDHAN'
1150793324981774_1151851608209279,b'HAPPY INDEPENDENCE DAY \nJAI HIND \nVANDE MAATRAM \nBHARAT MATA KI JAI'
1150793324981774_1151887764872330,b'HAPPY INDEPENDENCE DAY.'
1150793324981774_1151888018205638,b'JAI HIND'
1150793324981774_1151932978201142,b'HAPPY INDEPENDENCE DAY'
1150793324981774_1151965161531257,b'HAPPY INDEPENDENCE DAY'
1150793324981774_1152073688187071,b'Nice'
1150793324981774_1152181241509649,b'SIR - MADAM - HAPPY BIRTHDAY INDIA - HAPPY INDEPENDENCE DAY INDIA ON MONDAY 15TH AUGUST 2016 - LORD GANESH - JAI UNITED PROSPEROUS HOLY INDIA.'
1150793324981774_1152407928153647,b'HAPPY INDEPENDENCE DAY\nFrom Afghanistan'
1147513148643125_1150072675053839,b'Also get an Dual X Ray absorptiometry done which is a gold standard to look for Z score & Ca scoring which are the markers of bone age.'
1147510705310036_1150258688368571,b'we need to take breaks in between strenous work and do relaxing of the affected muscles.'
1146801312047642_1146806228713817,"b""\xe2\x99\xbb. 7696086018. what's aap number \xe2\x99\xbb \xef\xbf\xbd                              \xe2\x9c\x94 \xe0\xa4\x86\xe0\xa4\xb5\xe0\xa4\xb6\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\x95\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb2\xe0\xa4\xa1\xe0\xa4\xbc\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\x94\xe0\xa4\xb0 \xe0\xa4\xb2\xe0\xa4\xa1\xe0\xa4\xbc\xe0\xa4\x95\xe0\xa4\xbf\xe0\xa4\xaf\xe0\xa4\xbe\xe0\xa4\x82\n        \xe2\x9c\x94\xe0\xa4\xaa\xe0\xa4\xa6 -   \xe2\x99\xbb 1000.                    \xe2\x9c\x94 \xe0\xa4\xaf\xe0\xa5\x8b\xe0\xa4\x97\xe0\xa5\x8d\xe0\xa4\xaf\xe0\xa4\xa4\xe0\xa4\xbe - \xe2\x99\xbb facebook \xe0\xa4\x94\xe0\xa4\xb0. \xe2\x99\xbb whatsapp \xe0\xa4\xa8\xe0\xa5\x89\xe0\xa4\xb2\xe0\xa5\x87\xe0\xa4\x9c\n\n\xe2\x9c\x94 \xe0\xa4\xad\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xa4\xe0\xa5\x80\xe0\xa4\xaf \xe0\xa4\xb8\xe0\xa4\xb0\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0 \xe0\xa4\xa6\xe0\xa5\x8d\xe0\xa4\xb5\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa4\xbe \xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xa8\xe0\xa4\xaf\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xaa\xe0\xa5\x8d\xe0\xa4\xb0\xe0\xa4\xbe\xe0\xa4\xaa\xe0\xa5\x8d\xe0\xa4\xa4.  \xe2\x9c\x94champion network pvt Ltd. Head office . SCF . 29 1st Floor sector 14. Karnal Haryana . India . \xf0\x9f\x87\xae\xf0\x9f\x87\xb3\n\xe2\x9c\x94\xf0\x9f\x92\xb0\xe0\xa4\x85\xe0\xa4\xac RS  10000-/\xf0\x9f\x92\xb0\xe0\xa4\xae\xe0\xa4\xb9\xe0\xa5\x80\xe0\xa4\xa8  \xe0\xa4\x95\xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xaf\xe0\xa5\x87\xe0\xa4\x82.  \xe2\x9c\x94 \n\n\xe2\x9c\x94 \xef\xbf\xbd\xe0\xa4\xac\xe0\xa4\xb8 \xe0\xa4\x86\xe0\xa4\xaa\xe0\xa4\x95\xe0\xa5\x8b Advertising \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\x85\xe0\xa4\xaa\xe0\xa4\xa8\xe0\xa5\x87 android\xf0\x9f\x93\xb1 \xe0\xa4\xab\xe0\xa5\x8b\xe0\xa4\xa8 \xe0\xa4\xb8\xe0\xa5\x87 \n\n\xe2\x9c\x94\xe0\xa4\x94\xe0\xa4\xb0 \xe0\xa4\x95\xe0\xa4\xae\xe0\xa5\x8d\xe0\xa4\xaa\xe0\xa4\xa8\xe0\xa5\x80 \xe0\xa4\x86\xe0\xa4\xaa\xe0\xa4\x95\xe0\xa5\x8b \xe0\xa4\xb9\xe0\xa4\xb0 \xe0\xa4\xae\xe0\xa4\xbe\xe0\xa4\xb9 \xe0\xa4\x86\xe0\xa4\xaa\xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xac\xe0\xa5\x88\xe0\xa4\x82\xe0\xa4\x95 \xe0\xa4\x8f\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\x89\xe0\xa4\x82\xe0\xa4\x9f \xe0\xa4\xae\xe0\xa5\x87 \xe0\xa4\xb0\xe0\xa5\x82\xe0\xa4\xaa\xe0\xa4\xaf\xe0\xa4\xbe \xe0\xa4\xa6\xe0\xa5\x87\xe0\xa4\x97\xe0\xa5\x80...\xf0\x9f\x92\xb0\xf0\x9f\x92\xb0\xf0\x9f\x92\xb0\n\n\xe0\xa4\x9c\xe0\xa5\x8b \xe0\xa4\xad\xe0\xa5\x80 \xe0\xa4\x91\xe0\xa4\xa8\xe0\xa4\xb2\xe0\xa4\xbe\xe0\xa4\x87\xe0\xa4\xa8 \xe0\xa4\x9c\xe0\xa5\x89\xe0\xa4\xac \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa4\xa8\xe0\xa4\xbe \xe0\xa4\x9a\xe0\xa4\xbe\xe0\xa4\xb9\xe0\xa4\xa4\xe0\xa4\xbe \xe0\xa4\xb9\xe0\xa5\x88 \xe0\xa4\xa8\xe0\xa5\x80\xe0\xa4\x9a\xe0\xa5\x87 \xe0\xa4\xa6\xe0\xa4\xbf\xe0\xa4\x8f  what's aap number PR msg send krye  7696086018\n\n \xe0\xa4\x85\xe0\xa4\xa7\xe0\xa4\xbf\xe0\xa4\x95 \xe0\xa4\x9c\xe0\xa4\xbe\xe0\xa4\xa8\xe0\xa4\x95\xe0\xa4\xbe\xe0\xa4\xb0\xe0\xa5\x80 \xe0\xa4\x95\xe0\xa5\x87 \xe0\xa4\xb2\xe0\xa4\xbf\xe0\xa4\x8f \xe0\xa4\xb8\xe0\xa4\x82\xe0\xa4\xaa\xe0\xa4\xb0\xe0\xa5\x8d\xe0\xa4\x95 \xe0\xa4\x95\xe0\xa4\xb0\xe0\xa5\x87\xe0\xa4\x82  WhatsApp-   \xf0\x9f\x93\xb1  7696086018\n Don't call only what's app msg"""
1146801312047642_1146876395373467,b'beautiful.'
1146801312047642_1146922958702144,b'At Ramya Ramesh\xf0\x9f\x91\x8c'
1145061545554952_1146794958714944,b'butter'
1145061545554952_1146808685380238,b'Butter'
1145061545554952_1146810872046686,b'Butter'
1145061545554952_1146823608712079,b'Butter\xf0\x9f\x98\x81'
1145061545554952_1146841825376924,b'Butter'
1145061545554952_1146847025376404,b'Butter'
1145061545554952_1146866855374421,"b'Yogurt, Butter & honey is responsible for  B High Cholesterol.'"
1145061545554952_1146875195373587,b'Nice'
1145061545554952_1146880218706418,b'Butter'
1145061545554952_1146905302037243,b'Butter'
1145061545554952_1146920398702400,b'butter'
1145061545554952_1146943482033425,b'Butter'
1145061545554952_1147076772020096,b'Butter'
1145061545554952_1147080092019764,b'Butter'
1145061545554952_1147088332018940,b'Butter'
1145061545554952_1147095222018251,b'Yogurt'
1145061545554952_1147116235349483,b'BUTTER'
1145061545554952_1147148055346301,b'Butter'
1145061545554952_1147172375343869,b'Yogurt'
1145061545554952_1147407485320358,b'Butter'
1145061545554952_1147569185304188,b'butter'
1145061545554952_1147633225297784,b'Butter what a silly question'
1145061545554952_1147820111945762,b'honet'
1145061545554952_1148260285235078,b'Butter'
1145061545554952_1148488541878919,b'Butter'
1145061545554952_1153981491329624,"b""So where's the reply, Apollo"""
1145061545554952_1235877356473370,b'Butter n yogurt'
1143679615693145_1143803182347455,b'sorry amar o-'
1143679615693145_1143825925678514,b'yes i am all so kidney donor i give my kidney my sister but my and my sister blood group are seam o+ in Apollp hedarabad transplantantion date 8 jan 2016 .'
1143679615693145_1144032102324563,b'I m B Rh +...'
1142422129152227_1144028242324949,"b'I am search for a Staff Nurse Job for my daughter , D.Kaavya Priyadharshini,  She passed B.Sc Nursing.Now she worked at KMCH Hospital, Coimbatore.She have 3 years experience in Surgical ICU.She wish to work in Chennai Apollo Hospital.She get gold medal in B.sc Nursing.She additionally passed P.G.Diploma in Critical Care in Nursing.I am wish to get a Staff Nurse Job in your-Chennai-Apollo Hospital.Please in the details and HR E-mail ID details also. Sender : P.Durai Pandi. Mobile 9789336277'"
